Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000023,Lewisham,40,Aged 40 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,592
E09000023,Lewisham,40,Aged 40 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,461
E09000023,Lewisham,40,Aged 40 years,7,Other ethnic group,1,Female,142
E09000023,Lewisham,40,Aged 40 years,7,Other ethnic group,2,Male,129
E09000023,Lewisham,41,Aged 41 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,41,Aged 41 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,41,Aged 41 years,1,"Asian, Asian British or Asian Welsh",1,Female,296
E09000023,Lewisham,41,Aged 41 years,1,"Asian, Asian British or Asian Welsh",2,Male,273
E09000023,Lewisham,41,Aged 41 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,736
E09000023,Lewisham,41,Aged 41 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,441
E09000023,Lewisham,41,Aged 41 years,3,Mixed or Multiple ethnic groups,1,Female,153
E09000023,Lewisham,41,Aged 41 years,3,Mixed or Multiple ethnic groups,2,Male,111
E09000023,Lewisham,41,Aged 41 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,782
E09000023,Lewisham,41,Aged 41 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,873
E09000023,Lewisham,41,Aged 41 years,5,White: Irish,1,Female,41
E09000023,Lewisham,41,Aged 41 years,5,White: Irish,2,Male,61
E09000023,Lewisham,41,Aged 41 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,475
E09000023,Lewisham,41,Aged 41 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,456
E09000023,Lewisham,41,Aged 41 years,7,Other ethnic group,1,Female,162
E09000023,Lewisham,41,Aged 41 years,7,Other ethnic group,2,Male,117
E09000023,Lewisham,42,Aged 42 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,42,Aged 42 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,42,Aged 42 years,1,"Asian, Asian British or Asian Welsh",1,Female,293
E09000023,Lewisham,42,Aged 42 years,1,"Asian, Asian British or Asian Welsh",2,Male,226
E09000023,Lewisham,42,Aged 42 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,634
E09000023,Lewisham,42,Aged 42 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,447
E09000023,Lewisham,42,Aged 42 years,3,Mixed or Multiple ethnic groups,1,Female,182
E09000023,Lewisham,42,Aged 42 years,3,Mixed or Multiple ethnic groups,2,Male,124
E09000023,Lewisham,42,Aged 42 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,719
E09000023,Lewisham,42,Aged 42 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,878
E09000023,Lewisham,42,Aged 42 years,5,White: Irish,1,Female,40
E09000023,Lewisham,42,Aged 42 years,5,White: Irish,2,Male,36
E09000023,Lewisham,42,Aged 42 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,491
E09000023,Lewisham,42,Aged 42 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,437
E09000023,Lewisham,42,Aged 42 years,7,Other ethnic group,1,Female,118
E09000023,Lewisham,42,Aged 42 years,7,Other ethnic group,2,Male,133
E09000023,Lewisham,43,Aged 43 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,43,Aged 43 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",1,Female,226
E09000023,Lewisham,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",2,Male,217
E09000023,Lewisham,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,649
E09000023,Lewisham,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,467
E09000023,Lewisham,43,Aged 43 years,3,Mixed or Multiple ethnic groups,1,Female,136
E09000023,Lewisham,43,Aged 43 years,3,Mixed or Multiple ethnic groups,2,Male,76
E09000023,Lewisham,43,Aged 43 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,725
E09000023,Lewisham,43,Aged 43 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,839
E09000023,Lewisham,43,Aged 43 years,5,White: Irish,1,Female,36
E09000023,Lewisham,43,Aged 43 years,5,White: Irish,2,Male,25
E09000023,Lewisham,43,Aged 43 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,528
E09000023,Lewisham,43,Aged 43 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,399
E09000023,Lewisham,43,Aged 43 years,7,Other ethnic group,1,Female,139
E09000023,Lewisham,43,Aged 43 years,7,Other ethnic group,2,Male,125
E09000023,Lewisham,44,Aged 44 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,44,Aged 44 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",1,Female,240
E09000023,Lewisham,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",2,Male,201
E09000023,Lewisham,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,611
E09000023,Lewisham,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,454
E09000023,Lewisham,44,Aged 44 years,3,Mixed or Multiple ethnic groups,1,Female,117
E09000023,Lewisham,44,Aged 44 years,3,Mixed or Multiple ethnic groups,2,Male,128
E09000023,Lewisham,44,Aged 44 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,679
E09000023,Lewisham,44,Aged 44 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,750
E09000023,Lewisham,44,Aged 44 years,5,White: Irish,1,Female,48
E09000023,Lewisham,44,Aged 44 years,5,White: Irish,2,Male,43
E09000023,Lewisham,44,Aged 44 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,373
E09000023,Lewisham,44,Aged 44 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,380
E09000023,Lewisham,44,Aged 44 years,7,Other ethnic group,1,Female,128
E09000023,Lewisham,44,Aged 44 years,7,Other ethnic group,2,Male,121
E09000023,Lewisham,45,Aged 45 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,45,Aged 45 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",1,Female,227
E09000023,Lewisham,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",2,Male,160
E09000023,Lewisham,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,642
E09000023,Lewisham,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,488
E09000023,Lewisham,45,Aged 45 years,3,Mixed or Multiple ethnic groups,1,Female,127
E09000023,Lewisham,45,Aged 45 years,3,Mixed or Multiple ethnic groups,2,Male,90
E09000023,Lewisham,45,Aged 45 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,655
E09000023,Lewisham,45,Aged 45 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,741
E09000023,Lewisham,45,Aged 45 years,5,White: Irish,1,Female,31
E09000023,Lewisham,45,Aged 45 years,5,White: Irish,2,Male,32
E09000023,Lewisham,45,Aged 45 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,384
E09000023,Lewisham,45,Aged 45 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,368
E09000023,Lewisham,45,Aged 45 years,7,Other ethnic group,1,Female,135
E09000023,Lewisham,45,Aged 45 years,7,Other ethnic group,2,Male,113
E09000023,Lewisham,46,Aged 46 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,46,Aged 46 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",1,Female,221
E09000023,Lewisham,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",2,Male,197
E09000023,Lewisham,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,696
E09000023,Lewisham,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,466
E09000023,Lewisham,46,Aged 46 years,3,Mixed or Multiple ethnic groups,1,Female,125
E09000023,Lewisham,46,Aged 46 years,3,Mixed or Multiple ethnic groups,2,Male,68
E09000023,Lewisham,46,Aged 46 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,663
E09000023,Lewisham,46,Aged 46 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,747
E09000023,Lewisham,46,Aged 46 years,5,White: Irish,1,Female,40
E09000023,Lewisham,46,Aged 46 years,5,White: Irish,2,Male,37
E09000023,Lewisham,46,Aged 46 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,348
E09000023,Lewisham,46,Aged 46 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,479
E09000023,Lewisham,46,Aged 46 years,7,Other ethnic group,1,Female,137
E09000023,Lewisham,46,Aged 46 years,7,Other ethnic group,2,Male,121
E09000023,Lewisham,47,Aged 47 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,47,Aged 47 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",1,Female,268
E09000023,Lewisham,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",2,Male,209
E09000023,Lewisham,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,659
E09000023,Lewisham,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,401
E09000023,Lewisham,47,Aged 47 years,3,Mixed or Multiple ethnic groups,1,Female,99
E09000023,Lewisham,47,Aged 47 years,3,Mixed or Multiple ethnic groups,2,Male,70
E09000023,Lewisham,47,Aged 47 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,649
E09000023,Lewisham,47,Aged 47 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,745
E09000023,Lewisham,47,Aged 47 years,5,White: Irish,1,Female,31
E09000023,Lewisham,47,Aged 47 years,5,White: Irish,2,Male,37
E09000023,Lewisham,47,Aged 47 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,319
E09000023,Lewisham,47,Aged 47 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,368
E09000023,Lewisham,47,Aged 47 years,7,Other ethnic group,1,Female,140
E09000023,Lewisham,47,Aged 47 years,7,Other ethnic group,2,Male,111
E09000023,Lewisham,48,Aged 48 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,48,Aged 48 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",1,Female,232
E09000023,Lewisham,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",2,Male,220
E09000023,Lewisham,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,597
E09000023,Lewisham,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,479
E09000023,Lewisham,48,Aged 48 years,3,Mixed or Multiple ethnic groups,1,Female,122
E09000023,Lewisham,48,Aged 48 years,3,Mixed or Multiple ethnic groups,2,Male,68
E09000023,Lewisham,48,Aged 48 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,610
E09000023,Lewisham,48,Aged 48 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,734
E09000023,Lewisham,48,Aged 48 years,5,White: Irish,1,Female,50
E09000023,Lewisham,48,Aged 48 years,5,White: Irish,2,Male,32
E09000023,Lewisham,48,Aged 48 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,384
E09000023,Lewisham,48,Aged 48 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,307
E09000023,Lewisham,48,Aged 48 years,7,Other ethnic group,1,Female,111
E09000023,Lewisham,48,Aged 48 years,7,Other ethnic group,2,Male,141
E09000023,Lewisham,49,Aged 49 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,49,Aged 49 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",1,Female,204
E09000023,Lewisham,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",2,Male,183
E09000023,Lewisham,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,614
E09000023,Lewisham,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,502
E09000023,Lewisham,49,Aged 49 years,3,Mixed or Multiple ethnic groups,1,Female,102
E09000023,Lewisham,49,Aged 49 years,3,Mixed or Multiple ethnic groups,2,Male,75
E09000023,Lewisham,49,Aged 49 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,682
E09000023,Lewisham,49,Aged 49 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,845
E09000023,Lewisham,49,Aged 49 years,5,White: Irish,1,Female,26
E09000023,Lewisham,49,Aged 49 years,5,White: Irish,2,Male,36
E09000023,Lewisham,49,Aged 49 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,271
E09000023,Lewisham,49,Aged 49 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,273
E09000023,Lewisham,49,Aged 49 years,7,Other ethnic group,1,Female,117
E09000023,Lewisham,49,Aged 49 years,7,Other ethnic group,2,Male,124
E09000023,Lewisham,50,Aged 50 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,50,Aged 50 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",1,Female,240
E09000023,Lewisham,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",2,Male,160
E09000023,Lewisham,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,708
E09000023,Lewisham,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,533
E09000023,Lewisham,50,Aged 50 years,3,Mixed or Multiple ethnic groups,1,Female,125
E09000023,Lewisham,50,Aged 50 years,3,Mixed or Multiple ethnic groups,2,Male,73
E09000023,Lewisham,50,Aged 50 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,792
E09000023,Lewisham,50,Aged 50 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,757
E09000023,Lewisham,50,Aged 50 years,5,White: Irish,1,Female,67
E09000023,Lewisham,50,Aged 50 years,5,White: Irish,2,Male,44
E09000023,Lewisham,50,Aged 50 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,238
E09000023,Lewisham,50,Aged 50 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,265
E09000023,Lewisham,50,Aged 50 years,7,Other ethnic group,1,Female,156
E09000023,Lewisham,50,Aged 50 years,7,Other ethnic group,2,Male,99
E09000023,Lewisham,51,Aged 51 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,51,Aged 51 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,51,Aged 51 years,1,"Asian, Asian British or Asian Welsh",1,Female,171
E09000023,Lewisham,51,Aged 51 years,1,"Asian, Asian British or Asian Welsh",2,Male,162
E09000023,Lewisham,51,Aged 51 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,767
E09000023,Lewisham,51,Aged 51 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,547
E09000023,Lewisham,51,Aged 51 years,3,Mixed or Multiple ethnic groups,1,Female,82
E09000023,Lewisham,51,Aged 51 years,3,Mixed or Multiple ethnic groups,2,Male,63
E09000023,Lewisham,51,Aged 51 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,636
E09000023,Lewisham,51,Aged 51 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,702
E09000023,Lewisham,51,Aged 51 years,5,White: Irish,1,Female,40
E09000023,Lewisham,51,Aged 51 years,5,White: Irish,2,Male,42
E09000023,Lewisham,51,Aged 51 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,248
E09000023,Lewisham,51,Aged 51 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,260
E09000023,Lewisham,51,Aged 51 years,7,Other ethnic group,1,Female,97
E09000023,Lewisham,51,Aged 51 years,7,Other ethnic group,2,Male,102
E09000023,Lewisham,52,Aged 52 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,52,Aged 52 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,52,Aged 52 years,1,"Asian, Asian British or Asian Welsh",1,Female,155
E09000023,Lewisham,52,Aged 52 years,1,"Asian, Asian British or Asian Welsh",2,Male,175
E09000023,Lewisham,52,Aged 52 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,771
E09000023,Lewisham,52,Aged 52 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,546
E09000023,Lewisham,52,Aged 52 years,3,Mixed or Multiple ethnic groups,1,Female,102
E09000023,Lewisham,52,Aged 52 years,3,Mixed or Multiple ethnic groups,2,Male,108
E09000023,Lewisham,52,Aged 52 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,678
E09000023,Lewisham,52,Aged 52 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,661
E09000023,Lewisham,52,Aged 52 years,5,White: Irish,1,Female,38
E09000023,Lewisham,52,Aged 52 years,5,White: Irish,2,Male,29
E09000023,Lewisham,52,Aged 52 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,202
E09000023,Lewisham,52,Aged 52 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,266
E09000023,Lewisham,52,Aged 52 years,7,Other ethnic group,1,Female,109
E09000023,Lewisham,52,Aged 52 years,7,Other ethnic group,2,Male,147
E09000023,Lewisham,53,Aged 53 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,53,Aged 53 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,53,Aged 53 years,1,"Asian, Asian British or Asian Welsh",1,Female,183
E09000023,Lewisham,53,Aged 53 years,1,"Asian, Asian British or Asian Welsh",2,Male,141
E09000023,Lewisham,53,Aged 53 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,758
E09000023,Lewisham,53,Aged 53 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,571
E09000023,Lewisham,53,Aged 53 years,3,Mixed or Multiple ethnic groups,1,Female,88
E09000023,Lewisham,53,Aged 53 years,3,Mixed or Multiple ethnic groups,2,Male,83
E09000023,Lewisham,53,Aged 53 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,641
E09000023,Lewisham,53,Aged 53 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,671
E09000023,Lewisham,53,Aged 53 years,5,White: Irish,1,Female,44
E09000023,Lewisham,53,Aged 53 years,5,White: Irish,2,Male,38
E09000023,Lewisham,53,Aged 53 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,182
E09000023,Lewisham,53,Aged 53 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,207
E09000023,Lewisham,53,Aged 53 years,7,Other ethnic group,1,Female,78
E09000023,Lewisham,53,Aged 53 years,7,Other ethnic group,2,Male,128
E09000023,Lewisham,54,Aged 54 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,54,Aged 54 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",1,Female,143
E09000023,Lewisham,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",2,Male,141
E09000023,Lewisham,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,825
E09000023,Lewisham,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,657
E09000023,Lewisham,54,Aged 54 years,3,Mixed or Multiple ethnic groups,1,Female,83
E09000023,Lewisham,54,Aged 54 years,3,Mixed or Multiple ethnic groups,2,Male,64
E09000023,Lewisham,54,Aged 54 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,665
